X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
23248,ENSG00000236073,ENST00000431514,ENST00000431514,single_exon,none,23248,chr1,21073639,21073753,-,HAVANA,exon
23255,ENSG00000287192,ENST00000669329,ENST00000669329,single_exon,none,23255,chr1,21177054,21178164,+,HAVANA,exon
23439,ENSG00000236216,ENST00000486095,PPP1R11P1-201,single_exon,none,23439,chr1,21397987,21398362,+,HAVANA,exon
23462,ENSG00000187952,ENST00000481504,HS6ST1P1-201,single_exon,none,23462,chr1,21428303,21429536,+,HAVANA,exon
23613,ENSG00000176378,ENST00000455962,PFN1P10-201,single_exon,none,23613,chr1,21459756,21460082,-,HAVANA,exon
24070,ENSG00000231978,ENST00000434488,ENST00000434488,single_exon,none,24070,chr1,21768269,21768575,+,HAVANA,exon
24276,ENSG00000232037,ENST00000423231,ENST00000423231,single_exon,none,24276,chr1,21908098,21908580,+,HAVANA,exon
24282,ENSG00000283234,ENST00000636906,ENST00000636906,single_exon,HFE,24282,chr1,21950735,21951578,-,HAVANA,exon
24328,ENSG00000273610,ENST00000485776,RN7SL386P-201,single_exon,none,24328,chr1,21987481,21987777,+,ENSEMBL,exon
24331,ENSG00000201919,ENST00000365049,RNU6-1022P-201,single_exon,none,24331,chr1,21987816,21987919,+,ENSEMBL,exon
24354,ENSG00000278124,ENST00000466485,RN7SL186P-201,single_exon,none,24354,chr1,22010650,22010946,+,ENSEMBL,exon
24357,ENSG00000201273,ENST00000364403,RNU6-776P-201,single_exon,none,24357,chr1,22010985,22011088,+,ENSEMBL,exon
24368,ENSG00000228397,ENST00000655655,LINC01635-204,single_exon,HFE,24368,chr1,22023993,22025462,-,HAVANA,exon
24446,ENSG00000285794,ENST00000642137,ENST00000642137,single_exon,none,24446,chr1,22030527,22030748,+,HAVANA,exon
24622,ENSG00000271428,ENST00000604049,MPHOSPH6P1-201,single_exon,none,24622,chr1,22068340,22068827,-,HAVANA,exon
24646,ENSG00000266564,ENST00000581169,MIR4418-201,single_exon,none,24646,chr1,22266239,22266300,+,ENSEMBL,exon
24649,ENSG00000234397,ENST00000487348,PPIAP34-201,single_exon,none,24649,chr1,22322840,22323331,-,HAVANA,exon
24652,ENSG00000279625,ENST00000624125,ENST00000624125,single_exon,none,24652,chr1,22364630,22366482,-,HAVANA,exon
24759,ENSG00000276835,ENST00000614019,MIR6127-201,single_exon,none,24759,chr1,22633258,22633366,-,ENSEMBL,exon
24994,ENSG00000265422,ENST00000581646,MIR4684-201,single_exon,none,24994,chr1,22719517,22719598,+,ENSEMBL,exon
25001,ENSG00000264014,ENST00000581187,MIR4253-201,single_exon,none,25001,chr1,22863159,22863226,-,ENSEMBL,exon
25579,ENSG00000004487,ENST00000602503,KDM1A-206,single_exon,HFE,25579,chr1,23080873,23083682,+,HAVANA,exon
25586,ENSG00000263793,ENST00000577915,MIR3115-201,single_exon,none,25586,chr1,23044305,23044372,+,ENSEMBL,exon
25589,ENSG00000266802,ENST00000583845,ENST00000583845,single_exon,none,25589,chr1,23057858,23057934,-,ENSEMBL,exon
25613,ENSG00000229010,ENST00000450968,ENST00000450968,single_exon,none,25613,chr1,23140325,23141142,+,HAVANA,exon
25616,ENSG00000206935,ENST00000384208,RNU6-514P-201,single_exon,none,25616,chr1,23162704,23162810,+,ENSEMBL,exon
25619,ENSG00000252578,ENST00000516769,RNU6-135P-201,single_exon,none,25619,chr1,23163953,23164053,+,ENSEMBL,exon
25622,ENSG00000289014,ENST00000691668,ENST00000691668,single_exon,none,25622,chr1,23167098,23167889,-,HAVANA,exon
25629,ENSG00000215381,ENST00000442089,ENST00000442089,single_exon,none,25629,chr1,23244765,23245224,+,HAVANA,exon
25642,ENSG00000261326,ENST00000566551,LINC01355-201,single_exon,HFE,25642,chr1,23281309,23286752,-,HAVANA,exon
25814,ENSG00000249087,ENST00000335648,ZNF436-AS1-201,single_exon,HFE,25814,chr1,23369236,23371782,+,ENSEMBL,exon
25820,ENSG00000201405,ENST00000364535,Y_RNA.249-201,single_exon,none,25820,chr1,23370254,23370346,+,ENSEMBL,exon
25823,ENSG00000271420,ENST00000605350,ENST00000605350,single_exon,none,25823,chr1,23378380,23379029,-,HAVANA,exon
26517,ENSG00000229106,ENST00000412176,BTBD6P1-201,single_exon,none,26517,chr1,23901471,23902737,-,HAVANA,exon
26524,ENSG00000264926,ENST00000578143,MIR378F-201,single_exon,none,26524,chr1,23929070,23929147,+,ENSEMBL,exon
26527,ENSG00000230228,ENST00000421430,H3P1-201,single_exon,none,26527,chr1,23949016,23949383,-,HAVANA,exon
27094,ENSG00000288982,ENST00000685637,ENST00000685637,single_exon,none,27094,chr1,24476362,24476739,+,HAVANA,exon
27183,ENSG00000227312,ENST00000443086,ENST00000443086,single_exon,none,27183,chr1,24563627,24563974,+,HAVANA,exon
27186,ENSG00000239106,ENST00000459380,Y_RNA.651-201,single_exon,none,27186,chr1,24625411,24625513,-,ENSEMBL,exon
27389,ENSG00000238482,ENST00000459588,RNU6-1208P-201,single_exon,none,27389,chr1,24777873,24777979,-,ENSEMBL,exon
27424,ENSG00000278034,ENST00000614863,MIR6731-201,single_exon,none,27424,chr1,24919345,24919416,-,ENSEMBL,exon
27432,ENSG00000261025,ENST00000568143,ENST00000568143,single_exon,none,27432,chr1,24968423,24970865,-,HAVANA,exon
27435,ENSG00000264371,ENST00000580572,MIR4425-201,single_exon,none,27435,chr1,25023503,25023586,+,ENSEMBL,exon
27454,ENSG00000233419,ENST00000413189,IFITM3P7-201,single_exon,none,27454,chr1,25125053,25125454,-,HAVANA,exon
27483,ENSG00000284602,ENST00000641729,ENST00000641729,single_exon,none,27483,chr1,25232586,25234775,+,HAVANA,exon
27486,ENSG00000284657,ENST00000641059,ENST00000641059,single_exon,none,27486,chr1,25239494,25240253,+,HAVANA,exon
27586,ENSG00000272432,ENST00000607698,ENST00000607698,single_exon,none,27586,chr1,25247837,25248321,+,HAVANA,exon
27700,ENSG00000224183,ENST00000414693,SDHDP6-201,single_exon,none,27700,chr1,25294164,25294643,-,HAVANA,exon
27830,ENSG00000238084,ENST00000419297,ENST00000419297,single_exon,none,27830,chr1,25398721,25399198,+,HAVANA,exon
28070,ENSG00000228172,ENST00000536896,ENST00000536896,single_exon,none,28070,chr1,25818491,25820797,-,HAVANA,exon
28226,ENSG00000272478,ENST00000606617,ENST00000606617,single_exon,none,28226,chr1,25831913,25832134,-,HAVANA,exon
28242,ENSG00000236528,ENST00000690263,ENST00000690263,single_exon,none,28242,chr1,25859580,25860171,+,HAVANA,exon
28256,ENSG00000207302,ENST00000384572,Y_RNA.526-201,single_exon,none,28256,chr1,25877496,25877605,+,ENSEMBL,exon
28306,ENSG00000229786,ENST00000440710,SNRPFP2-201,single_exon,none,28306,chr1,25887360,25887610,+,HAVANA,exon
28309,ENSG00000223624,ENST00000453780,ENST00000453780,single_exon,none,28309,chr1,25888970,25889109,+,HAVANA,exon
28312,ENSG00000283938,ENST00000580971,MIR3917-201,single_exon,none,28312,chr1,25906362,25906454,-,ENSEMBL,exon
28369,ENSG00000207237,ENST00000384508,RNU6-110P-201,single_exon,none,28369,chr1,25964197,25964300,+,ENSEMBL,exon
28372,ENSG00000252190,ENST00000516381,ENST00000516381,single_exon,none,28372,chr1,26006006,26006130,+,ENSEMBL,exon
28375,ENSG00000252691,ENST00000516882,ENST00000516882,single_exon,none,28375,chr1,26006216,26006299,+,ENSEMBL,exon
28830,ENSG00000270733,ENST00000603670,ENST00000603670,single_exon,none,28830,chr1,26263041,26263398,-,HAVANA,exon
29144,ENSG00000225854,ENST00000434718,ENST00000434718,single_exon,none,29144,chr1,26326688,26327033,+,HAVANA,exon
29462,ENSG00000223583,ENST00000446498,ENST00000446498,single_exon,none,29462,chr1,26454653,26455187,-,HAVANA,exon
29536,ENSG00000224129,ENST00000418220,DPPA2P2-201,single_exon,none,29536,chr1,26519354,26520250,-,HAVANA,exon
29766,ENSG00000238705,ENST00000459548,MIR1976-201,single_exon,none,29766,chr1,26554542,26554593,+,ENSEMBL,exon
29769,ENSG00000243905,ENST00000497096,RN7SL679P-201,single_exon,none,29769,chr1,26593243,26593546,-,ENSEMBL,exon
29772,ENSG00000252802,ENST00000516993,Y_RNA.711-201,single_exon,none,29772,chr1,26593940,26594041,-,ENSEMBL,exon
29775,ENSG00000252429,ENST00000516620,RNU7-29P-201,single_exon,none,29775,chr1,26602369,26602432,-,ENSEMBL,exon
29778,ENSG00000289452,ENST00000690093,ENST00000690093,single_exon,none,29778,chr1,26620707,26620910,-,HAVANA,exon
29781,ENSG00000229247,ENST00000428860,ENST00000428860,single_exon,none,29781,chr1,26640377,26640614,-,HAVANA,exon
29784,ENSG00000238316,ENST00000459201,ENST00000459201,single_exon,none,29784,chr1,26642286,26642389,-,ENSEMBL,exon
29787,ENSG00000235069,ENST00000443847,ENST00000443847,single_exon,none,29787,chr1,26647447,26647681,+,HAVANA,exon
29790,ENSG00000260063,ENST00000569378,ENST00000569378,single_exon,none,29790,chr1,26692132,26694131,-,HAVANA,exon
29793,ENSG00000290006,ENST00000702444,ENST00000702444,single_exon,none,29793,chr1,26692586,26693046,+,HAVANA,exon
29921,ENSG00000117713,ENST00000636110,ARID1A-210,single_exon,HFE,29921,chr1,26769174,26772623,+,HAVANA,exon
29947,ENSG00000117713,ENST00000637788,ARID1A-216,single_exon,HFE,29947,chr1,26778099,26781144,+,HAVANA,exon
30050,ENSG00000241188,ENST00000477476,RN7SL165P-201,single_exon,none,30050,chr1,26814822,26815112,+,ENSEMBL,exon
30053,ENSG00000287810,ENST00000656287,ENST00000656287,single_exon,none,30053,chr1,26817300,26817476,+,HAVANA,exon
30093,ENSG00000175793,ENST00000339276,SFN-201,single_exon,none,30093,chr1,26863149,26864456,+,HAVANA,exon
30125,ENSG00000289554,ENST00000687749,ENST00000687749,single_exon,none,30125,chr1,26881109,26882235,-,HAVANA,exon
30187,ENSG00000224064,ENST00000455684,RPL32P6-201,single_exon,none,30187,chr1,26983628,26984024,+,HAVANA,exon
30190,ENSG00000225294,ENST00000437956,OSTCP2-201,single_exon,none,30190,chr1,26985897,26986340,-,HAVANA,exon
30247,ENSG00000229985,ENST00000457038,ENST00000457038,single_exon,none,30247,chr1,27176751,27177277,+,HAVANA,exon
30250,ENSG00000214973,ENST00000446783,CHCHD3P3-201,single_exon,none,30250,chr1,27200834,27201473,-,HAVANA,exon
30253,ENSG00000225159,ENST00000449818,NPM1P39-201,single_exon,none,30253,chr1,27206930,27207796,+,HAVANA,exon
30256,ENSG00000225990,ENST00000438350,SNRPEP7-201,single_exon,none,30256,chr1,27211265,27211484,+,HAVANA,exon
30331,ENSG00000252098,ENST00000516289,Y_RNA.672-201,single_exon,none,30331,chr1,27255464,27255567,-,ENSEMBL,exon
30411,ENSG00000206888,ENST00000384161,RNU6-48P-201,single_exon,none,30411,chr1,27325219,27325325,+,ENSEMBL,exon
30414,ENSG00000241547,ENST00000486001,ACTG1P20-201,single_exon,none,30414,chr1,27325329,27325796,+,HAVANA,exon
30930,ENSG00000235912,ENST00000433132,ENST00000433132,single_exon,none,30930,chr1,27649419,27649610,+,HAVANA,exon
30993,ENSG00000206767,ENST00000384040,RNU6-949P-201,single_exon,none,30993,chr1,27675603,27675709,-,ENSEMBL,exon
30996,ENSG00000226662,ENST00000445563,CHMP1AP1-201,single_exon,none,30996,chr1,27686810,27687471,-,HAVANA,exon
30999,ENSG00000207095,ENST00000384367,RNU6-424P-201,single_exon,none,30999,chr1,27693731,27693835,+,ENSEMBL,exon
31002,ENSG00000287244,ENST00000662905,ENST00000662905,single_exon,none,31002,chr1,27724822,27725756,-,HAVANA,exon
31068,ENSG00000231344,ENST00000446554,ENST00000446554,single_exon,none,31068,chr1,27739091,27739439,+,HAVANA,exon
31071,ENSG00000230833,ENST00000425462,RPEP3-201,single_exon,none,31071,chr1,27739954,27740629,+,HAVANA,exon
31105,ENSG00000269971,ENST00000602607,ENST00000602607,single_exon,none,31105,chr1,27773858,27774041,+,HAVANA,exon
31108,ENSG00000270031,ENST00000602843,ENST00000602843,single_exon,none,31108,chr1,27819983,27820341,+,HAVANA,exon
31111,ENSG00000223062,ENST00000411130,RNU6-1245P-201,single_exon,none,31111,chr1,27824538,27824643,+,ENSEMBL,exon
31153,ENSG00000252947,ENST00000517138,SCARNA1-201,single_exon,none,31153,chr1,27834401,27834566,+,ENSEMBL,exon
31474,ENSG00000238231,ENST00000426041,ENST00000426041,single_exon,none,31474,chr1,27990158,27990524,-,HAVANA,exon
31477,ENSG00000240750,ENST00000476501,RN7SL559P-201,single_exon,none,31477,chr1,28031884,28032180,-,ENSEMBL,exon
31480,ENSG00000228589,ENST00000436160,SPCS2P4-201,single_exon,none,31480,chr1,28095742,28096422,-,HAVANA,exon
31505,ENSG00000253005,ENST00000517196,RNU6-176P-201,single_exon,none,31505,chr1,28142737,28142841,-,ENSEMBL,exon
31581,ENSG00000270605,ENST00000604716,ENST00000604716,single_exon,none,31581,chr1,28239509,28241453,-,HAVANA,exon
31584,ENSG00000271398,ENST00000605846,ENST00000605846,single_exon,none,31584,chr1,28247144,28247568,+,HAVANA,exon
31715,ENSG00000206779,ENST00000384052,Y_RNA.421-201,single_exon,none,31715,chr1,28422555,28422655,-,ENSEMBL,exon
31718,ENSG00000229820,ENST00000438601,ENST00000438601,single_exon,none,31718,chr1,28453541,28453934,+,HAVANA,exon
31721,ENSG00000221216,ENST00000408289,RNU6ATAC27P-201,single_exon,none,31721,chr1,28481362,28481480,+,ENSEMBL,exon
31882,ENSG00000274266,ENST00000364938,SNORA73A-201,single_exon,none,31882,chr1,28507366,28507571,+,ENSEMBL,exon
31885,ENSG00000200087,ENST00000363217,SNORA73B-201,single_exon,none,31885,chr1,28508559,28508762,+,ENSEMBL,exon
31892,ENSG00000279443,ENST00000624273,ENST00000624273,single_exon,none,31892,chr1,28544460,28546542,+,HAVANA,exon
32064,ENSG00000197989,ENST00000648327,SNHG12-215,single_exon,HFE,32064,chr1,28581135,28583132,-,HAVANA,exon
32067,ENSG00000221539,ENST00000408612,SNORD99-201,single_exon,none,32067,chr1,28578749,28578822,-,ENSEMBL,exon
32070,ENSG00000278274,ENST00000384581,SNORA61-201,single_exon,none,32070,chr1,28579764,28579893,-,ENSEMBL,exon
32073,ENSG00000273544,ENST00000384584,SNORA44-201,single_exon,none,32073,chr1,28580381,28580512,-,ENSEMBL,exon
32076,ENSG00000280498,ENST00000628458,SNORA16A-202,single_exon,none,32076,chr1,28580920,28581054,-,ENSEMBL,exon
32079,ENSG00000274582,ENST00000384342,SNORA16A-201,single_exon,none,32079,chr1,28580920,28581056,-,ENSEMBL,exon
32212,ENSG00000270103,ENST00000602813,ENST00000602813,single_exon,none,32212,chr1,28648600,28648730,+,HAVANA,exon
32215,ENSG00000274978,ENST00000387069,RNU11-201,single_exon,none,32215,chr1,28648600,28648733,+,ENSEMBL,exon
32262,ENSG00000252777,ENST00000516968,ENST00000516968,single_exon,none,32262,chr1,28689665,28689794,+,ENSEMBL,exon
32265,ENSG00000289291,ENST00000691740,ENST00000691740,single_exon,none,32265,chr1,28736044,28737670,-,HAVANA,exon
32325,ENSG00000199756,ENST00000362886,Y_RNA.70-201,single_exon,none,32325,chr1,28881726,28881835,-,ENSEMBL,exon
32908,ENSG00000225616,ENST00000425821,ENST00000425821,single_exon,none,32908,chr1,28982278,28982608,-,HAVANA,exon
32911,ENSG00000206704,ENST00000383977,Y_RNA.403-201,single_exon,none,32911,chr1,28985710,28985810,+,ENSEMBL,exon
32914,ENSG00000277958,ENST00000619772,Metazoa_SRP.176-201,single_exon,none,32914,chr1,29041199,29041480,+,ENSEMBL,exon
32981,ENSG00000277916,ENST00000611385,ENST00000611385,single_exon,none,32981,chr1,29171285,29171453,-,ENSEMBL,exon
33312,ENSG00000270927,ENST00000603857,ENST00000603857,single_exon,none,33312,chr1,29904865,29905357,-,HAVANA,exon
33328,ENSG00000231251,ENST00000442774,ENST00000442774,single_exon,none,33328,chr1,30226523,30226615,+,HAVANA,exon
33341,ENSG00000289710,ENST00000696552,ENST00000696552,single_exon,none,33341,chr1,30576655,30576825,-,HAVANA,exon
33416,ENSG00000264773,ENST00000583944,MIR4420-201,single_exon,none,33416,chr1,30739156,30739232,-,ENSEMBL,exon
33501,ENSG00000222784,ENST00000410852,RN7SKP91-201,single_exon,none,33501,chr1,30843823,30844110,+,ENSEMBL,exon
33528,ENSG00000266210,ENST00000578099,RN7SL371P-201,single_exon,none,33528,chr1,30918469,30918735,-,ENSEMBL,exon
33808,ENSG00000237329,ENST00000417263,ENST00000417263,single_exon,none,33808,chr1,31036734,31037240,+,HAVANA,exon
33811,ENSG00000232768,ENST00000429616,ENST00000429616,single_exon,none,33811,chr1,31050872,31051034,+,HAVANA,exon
33818,ENSG00000225142,ENST00000441274,ENST00000441274,single_exon,none,33818,chr1,31108188,31108623,-,HAVANA,exon
33885,ENSG00000229447,ENST00000452686,ENST00000452686,single_exon,none,33885,chr1,31263245,31263681,-,HAVANA,exon
34058,ENSG00000215899,ENST00000401075,ENST00000401075,single_exon,none,34058,chr1,31487589,31488930,-,HAVANA,exon
34061,ENSG00000206981,ENST00000384254,RNU6-40P-201,single_exon,none,34061,chr1,31497577,31497683,-,ENSEMBL,exon
34090,ENSG00000260386,ENST00000562271,LDC1P-201,single_exon,HFE,34090,chr1,31506296,31508565,+,HAVANA,exon
34093,ENSG00000265961,ENST00000578934,Y_RNA.757-201,single_exon,none,34093,chr1,31503631,31503744,-,ENSEMBL,exon
34132,ENSG00000284543,ENST00000639047,LINC01226-202,single_exon,HFE,34132,chr1,31540381,31543987,+,HAVANA,exon
35032,ENSG00000266580,ENST00000581063,MIR4254-201,single_exon,none,35032,chr1,31758660,31758735,-,ENSEMBL,exon
35260,ENSG00000288678,ENST00000679970,ENST00000679970,single_exon,none,35260,chr1,31919563,31919628,-,HAVANA,exon
35396,ENSG00000266203,ENST00000577515,MIR5585-201,single_exon,none,35396,chr1,32086949,32087007,+,ENSEMBL,exon
35399,ENSG00000276493,ENST00000613387,Metazoa_SRP.119-201,single_exon,none,35399,chr1,32087523,32087813,-,ENSEMBL,exon
36594,ENSG00000290045,ENST00000702633,ENST00000702633,single_exon,none,36594,chr1,32240526,32241904,+,HAVANA,exon
36730,ENSG00000277617,ENST00000615681,Metazoa_SRP.165-201,single_exon,none,36730,chr1,32269338,32269597,-,ENSEMBL,exon
36733,ENSG00000252450,ENST00000516641,Y_RNA.693-201,single_exon,none,36733,chr1,32286452,32286561,-,ENSEMBL,exon
36976,ENSG00000224333,ENST00000444107,GAPDHP20-201,single_exon,none,36976,chr1,32402109,32403115,-,HAVANA,exon
36979,ENSG00000270850,ENST00000604085,ENST00000604085,single_exon,none,36979,chr1,32421979,32422319,+,HAVANA,exon
36988,ENSG00000263529,ENST00000579362,RN7SL122P-201,single_exon,none,36988,chr1,32457835,32458135,+,ENSEMBL,exon
37114,ENSG00000200591,ENST00000363721,Y_RNA.165-201,single_exon,none,37114,chr1,32639951,32640052,+,ENSEMBL,exon
37642,ENSG00000278966,ENST00000633169,ENST00000633169,single_exon,none,37642,chr1,32973553,32974463,+,HAVANA,exon
37644,ENSG00000278966,ENST00000623226,ENST00000623226,single_exon,none,37644,chr1,32973667,32974041,+,ENSEMBL,exon
37647,ENSG00000217644,ENST00000401937,ENST00000401937,single_exon,none,37647,chr1,32979947,32980472,+,HAVANA,exon
37829,ENSG00000276645,ENST00000610352,Metazoa_SRP.124-201,single_exon,none,37829,chr1,33029232,33029576,-,ENSEMBL,exon
37993,ENSG00000278997,ENST00000622988,ENST00000622988,single_exon,none,37993,chr1,33141871,33143230,-,HAVANA,exon
38017,ENSG00000279179,ENST00000624339,ENST00000624339,single_exon,none,38017,chr1,33162851,33166298,+,HAVANA,exon
38059,ENSG00000270115,ENST00000602618,ENST00000602618,single_exon,none,38059,chr1,33261212,33261680,+,HAVANA,exon
38224,ENSG00000284154,ENST00000583214,MIR3605-201,single_exon,none,38224,chr1,33332393,33332492,-,ENSEMBL,exon
38227,ENSG00000222112,ENST00000410180,RN7SKP16-201,single_exon,none,38227,chr1,33336566,33336864,-,ENSEMBL,exon
38235,ENSG00000234512,ENST00000413515,TLR12P-201,single_exon,none,38235,chr1,33466249,33468954,+,HAVANA,exon
38267,ENSG00000235907,ENST00000424879,ENST00000424879,single_exon,none,38267,chr1,33512008,33512743,-,HAVANA,exon
38547,ENSG00000227000,ENST00000432666,HSPD1P14-201,single_exon,none,38547,chr1,33838523,33840140,+,HAVANA,exon
38565,ENSG00000176256,ENST00000681531,HMGB4-205,single_exon,HFE,38565,chr1,33864079,33864791,+,HAVANA,exon
38695,ENSG00000201148,ENST00000364278,RNA5SP42-201,single_exon,none,38695,chr1,34112949,34113063,+,ENSEMBL,exon
38715,ENSG00000270241,ENST00000604298,ENST00000604298,single_exon,none,38715,chr1,34276859,34277292,-,HAVANA,exon
38722,ENSG00000207941,ENST00000385206,MIR552-201,single_exon,none,38722,chr1,34669599,34669694,-,ENSEMBL,exon
38815,ENSG00000241014,ENST00000642415,GPR199P-202,single_exon,HFE,38815,chr1,34976470,34977395,-,HAVANA,exon
39019,ENSG00000228348,ENST00000442409,EFCAB14P1-201,single_exon,none,39019,chr1,35122022,35122484,+,HAVANA,exon
39096,ENSG00000201868,ENST00000364998,Y_RNA.303-201,single_exon,none,39096,chr1,35195969,35196062,+,ENSEMBL,exon
39175,ENSG00000240374,ENST00000475222,RN7SL503P-201,single_exon,none,39175,chr1,35292196,35292498,-,ENSEMBL,exon
39178,ENSG00000201542,ENST00000364672,SNORA62.2-201,single_exon,none,39178,chr1,35310274,35310425,+,ENSEMBL,exon
39181,ENSG00000229994,ENST00000434805,RPL5P4-201,single_exon,none,39181,chr1,35350722,35351607,+,HAVANA,exon
39994,ENSG00000278702,ENST00000610617,Metazoa_SRP.198-201,single_exon,none,39994,chr1,35399997,35400319,+,ENSEMBL,exon
40406,ENSG00000271164,ENST00000604465,CFAP97P1-201,single_exon,none,40406,chr1,35873270,35873752,-,HAVANA,exon
40413,ENSG00000271914,ENST00000606838,ENST00000606838,single_exon,none,40413,chr1,35929720,35930115,-,HAVANA,exon
40511,ENSG00000232862,ENST00000437804,ENST00000437804,single_exon,HFE,40511,chr1,36080320,36081217,-,HAVANA,exon
40737,ENSG00000264592,ENST00000579043,RN7SL131P-201,single_exon,none,40737,chr1,36191915,36192170,+,ENSEMBL,exon
40789,ENSG00000231849,ENST00000447495,UBE2V2P4-201,single_exon,none,40789,chr1,36241898,36242156,-,HAVANA,exon
40961,ENSG00000222821,ENST00000410889,RNU4-27P-201,single_exon,none,40961,chr1,36402721,36402859,-,ENSEMBL,exon
41046,ENSG00000201448,ENST00000364578,SNORA63C-201,single_exon,none,41046,chr1,36418450,36418578,-,ENSEMBL,exon
